Image File Name,Frame Number,Left Pupil X,Left Pupil Y,Right Pupil X,Right Pupil Y,Direction,K Value,Behaviour,Fixation Level,Saccade Level
frame_0.png,0,417,776,528,764,Blinking,-3.0413812651491097,exploratory,0.0,3.0413812651491097
frame_1.png,1,410,779,529,762,Blinking,-1.0067643837904232,exploratory,0.0,452.6582805095432
frame_2.png,2,0.0,0.0,0.0,0.0,Unknown,-1.421387333269469,exploratory,0.0,600.4446664884865
frame_3.png,3,402,772,531,758,Blinking,-1.419062585708524,exploratory,0.0,600.1180570043731
frame_4.png,4,402,772,527,757,Blinking,-0.7119987607477475,exploratory,0.0,300.0468480239969
frame_5.png,5,403,769,525,756,Blinking,-25.766326871763138,exploratory,0.0,2.1197245343724833
frame_6.png,6,402,769,522,754,Blinking,-5.147923048999219,exploratory,0.0,2.486632816825667
frame_7.png,7,400,768,518,753,Blinking,-6.887536914370218,exploratory,0.0,2.6492851314881873
frame_8.png,8,399,768,514,752,Blinking,-5.753798214415833,exploratory,0.0,2.591113409924534
frame_9.png,9,401,771,513,753,Blinking,-4.635764225665938,exploratory,1.118033988749895,2.591113409924534
frame_10.png,10,401,771,514,755,Blinking,2.7959053324753382,concentrated,1.266123775561495,2.591113409924534
frame_11.png,11,402,773,515,755,Blinking,1.40611909105401,concentrated,1.3711287937357266,2.591113409924534
frame_12.png,12,401,773,513,756,Blinking,-0.012386005094259467,exploratory,1.3711287937357266,2.5088461723426243
frame_13.png,13,401,770,510,754,Center,2.6297757084421027,concentrated,1.3711287937357266,2.86086001189849
frame_14.png,14,395,768,510,752,Blinking,14.856186320089066,concentrated,1.5254970741804916,2.86086001189849
frame_15.png,15,394,767,510,750,Blinking,-3.1159280346546456,exploratory,1.0540925533894598,2.86086001189849
frame_16.png,16,393,768,511,749,Blinking,-3.3506855742796633,exploratory,0.7627485370902458,2.86086001189849
frame_17.png,17,395,766,510,750,Blinking,-3.1159280346546456,exploratory,0.47140452079103173,2.86086001189849
frame_18.png,18,395,766,511,749,Center,2.0053923089049963,concentrated,0.6380711874576984,2.86086001189849
frame_19.png,19,394,767,511,748,Blinking,-1.5125652587517986,exploratory,0.7750469233121474,2.86086001189849
frame_20.png,20,393,766,511,747,Blinking,-5.947025846955835,exploratory,0.7750469233121474,3.1164847825442763
frame_21.png,21,396,764,512,745,Center,-6.541311195592177,exploratory,0.7060113295832983,3.1164847825442763
frame_22.png,22,396,764,513,745,Center,-5.8342044144056295,exploratory,0.9120226591665966,3.1164847825442763
frame_23.png,23,397,763,513,744,Blinking,-6.556753076052141,exploratory,1.0663909396113616,3.1164847825442763
frame_24.png,24,399,764,514,744,Blinking,-5.784438289837153,exploratory,1.1354265333402107,3.1164847825442763
frame_25.png,25,401,763,513,744,Center,-5.784438289837152,exploratory,1.1354265333402107,3.1164847825442763
frame_26.png,26,400,764,515,745,Blinking,-1.312406147986561,exploratory,1.1354265333402107,2.8318437376730032
frame_27.png,27,401,763,515,742,Blinking,-1.3124061479865614,exploratory,1.1354265333402107,2.8318437376730032
frame_28.png,28,402,762,517,742,Blinking,-4.64440811318971,exploratory,1.1354265333402107,2.4798298981171376
frame_29.png,29,404,761,520,742,Blinking,-2.9081381920683382,exploratory,1.2330576062780283,2.4798298981171376
frame_30.png,30,403,760,521,741,Blinking,0.7484902580643684,concentrated,1.2330576062780283,2.7503725047484937
frame_31.png,31,408,758,523,741,Blinking,0.24898674991873548,concentrated,1.2330576062780283,2.808544226312147
frame_32.png,32,409,755,524,740,Blinking,-1.6498707283213188,exploratory,1.096081870423579,2.808544226312147
frame_33.png,33,410,756,524,738,Blinking,-1.5652467486211172,exploratory,1.096081870423579,2.792040974046683
frame_34.png,34,411,753,527,738,Blinking,0.8685205167261643,concentrated,0.9417135899788142,2.792040974046683
frame_35.png,35,412,753,525,736,Blinking,-0.2254347658376279,exploratory,0.8440825170409966,2.792040974046683
frame_36.png,36,412,752,526,736,Blinking,-1.5652467486211177,exploratory,0.7750469233121474,2.792040974046683
frame_37.png,37,412,752,527,736,Blinking,-16.36875157884087,exploratory,0.7750469233121474,2.4120226591665967
frame_38.png,38,415,753,529,735,Blinking,-0.3049667964278644,exploratory,0.7750469233121474,3.1758975230229027
frame_39.png,39,416,750,537,737,Blinking,3.2129907712289296,concentrated,0.6380711874576983,3.1758975230229027
frame_40.png,40,417,751,535,737,Blinking,5.819955461441029,concentrated,0.6380711874576983,296.7557281465872
frame_41.png,41,0.0,0.0,0.0,0.0,Unknown,5.110381885632538,concentrated,0.6380711874576983,589.8141454819502
frame_42.png,42,417,748,537,735,Blinking,5.110931923865826,concentrated,0.6380711874576983,589.7386355034344
frame_43.png,43,417,746,530,732,Blinking,5.11090836365672,concentrated,0.6380711874576983,587.88567427791
frame_44.png,44,0.0,0.0,0.0,0.0,Unknown,5.110892346120726,concentrated,0.6380711874576983,587.3750276739135
frame_45.png,45,415,747,538,733,Blinking,0.33057608443974873,concentrated,1.0032941396395139,587.3750276739135
frame_46.png,46,414,749,536,733,Blinking,0.33002380732786074,concentrated,1.0032941396395139,587.4505376524293
frame_47.png,47,413,748,528,735,Blinking,1.250634375238246,concentrated,1.2093054692228125,587.4505376524293
frame_48.png,48,413,748,526,736,Blinking,1.956793441091894,concentrated,1.2093054692228125,296.6620258898451
frame_49.png,49,407,753,524,738,Blinking,1.9567764361621984,concentrated,1.2093054692228125,296.2466953285436
frame_50.png,50,0.0,0.0,0.0,0.0,Unknown,1.2487093910337832,concentrated,1.2093054692228125,587.7625392430069
frame_51.png,51,402,758,520,739,Blinking,3.833157208564545,concentrated,1.5006494855220265,587.7625392430069
frame_52.png,52,401,759,520,741,Blinking,5.504931402525349,concentrated,1.399724272944695,587.7625392430069
frame_53.png,53,399,759,519,741,Blinking,-0.014374063972167894,exploratory,1.02704627669473,587.7625392430069
frame_54.png,54,399,760,519,740,Blinking,-0.05600653860925742,exploratory,0.872677996249965,587.7625392430069
frame_55.png,55,399,759,517,740,Blinking,-0.11680782735559303,exploratory,0.9736032088272966,587.7625392430069
frame_56.png,56,398,757,516,739,Blinking,2.743642096843848,concentrated,1.3462812050772615,587.7625392430069
frame_57.png,57,398,756,517,738,Blinking,3.7264194614953583,concentrated,1.4450077296183281,587.7625392430069
frame_58.png,58,399,755,518,737,Blinking,1.2267558493343291,concentrated,1.0107491837076632,587.7625392430069
frame_59.png,59,399,754,518,737,Blinking,1.2267558493343296,concentrated,1.0107491837076632,587.7625392430069
frame_60.png,60,400,755,518,738,Blinking,1.2267558493343296,concentrated,1.0107491837076632,587.7625392430069
frame_61.png,61,401,755,519,740,Blinking,1.2267558493343291,concentrated,1.0107491837076632,587.7625392430069
frame_62.png,62,402,755,519,740,Blinking,0.44017658056670617,concentrated,0.8047378541243649,587.7625392430069
frame_63.png,63,400,755,520,740,Blinking,4.401308303617827,concentrated,0.5690355937288492,587.7625392430069
frame_64.png,64,401,756,520,738,Blinking,4.401308303617827,concentrated,0.5690355937288492,587.7625392430069
frame_65.png,65,401,754,519,740,Blinking,0.6667175002276935,concentrated,0.9023689270621825,587.7625392430069
frame_66.png,66,400,756,520,741,Blinking,0.6667175002276935,concentrated,0.9023689270621825,587.7625392430069
frame_67.png,67,401,756,520,742,Blinking,1.7754537313180905,concentrated,1.2627485370902456,587.7625392430069
frame_68.png,68,402,756,522,743,Blinking,0.5565630343487329,concentrated,0.9294152037569124,587.7625392430069
