Image Filename,Left Pupil X,Left Pupil Y,Right Pupil X,Right Pupil Y,Gaze Direction
frame_0.png,176,323,305,347,Center
frame_1.png,171,322,302,347,Center
frame_2.png,171,323,306,348,Blinking
frame_3.png,173,323,301,347,Blinking
frame_4.png,171,323,308,349,Center
frame_5.png,171,323,305,348,Center
frame_6.png,174,324,308,349,Blinking
frame_7.png,175,324,308,349,Center
frame_8.png,176,324,309,349,Center
frame_9.png,175,324,308,349,Center
frame_10.png,170,323,307,349,Center
frame_11.png,171,325,305,349,Blinking
frame_12.png,171,325,305,348,Center
frame_13.png,171,326,305,349,Center
frame_14.png,171,325,301,350,Center
frame_15.png,170,325,302,349,Center
frame_16.png,168,322,305,348,Center
frame_17.png,167,323,305,348,Center
frame_18.png,172,324,306,348,Center
frame_19.png,171,324,305,347,Center
frame_20.png,167,324,303,348,Center
frame_21.png,170,323,304,348,Center
frame_22.png,171,324,303,347,Center
frame_23.png,168,324,304,347,Center
frame_24.png,167,324,304,347,Center
frame_25.png,167,323,304,348,Center
frame_26.png,169,325,303,349,Center
frame_27.png,168,326,303,349,Center
frame_28.png,186,331,306,354,Left
frame_29.png,183,330,307,354,Blinking
frame_30.png,185,330,303,355,Blinking
frame_31.png,185,330,308,354,Left
frame_32.png,172,323,293,349,Center
frame_33.png,175,327,295,349,Blinking
frame_34.png,172,324,299,349,Blinking
frame_35.png,171,323,302,350,Blinking
frame_36.png,174,325,305,349,Center
frame_37.png,172,325,303,348,Center
frame_38.png,169,322,304,348,Center
frame_39.png,169,323,304,348,Center
frame_40.png,167,323,302,348,Center
frame_41.png,167,323,303,348,Center
frame_42.png,186,328,295,351,Blinking
frame_43.png,178,333,296,355,Blinking
frame_44.png,178,332,292,354,Blinking
frame_45.png,170,329,290,353,Blinking
frame_46.png,168,329,302,353,Blinking
frame_47.png,186,327,277,350,Blinking
frame_48.png,179,326,278,349,Blinking
frame_49.png,174,323,303,349,Center
frame_50.png,172,320,304,349,Blinking
frame_51.png,172,320,305,349,Center
frame_52.png,172,320,305,347,Center
frame_53.png,172,319,305,348,Center
frame_54.png,172,319,305,349,Center
frame_55.png,175,321,305,348,Center
frame_56.png,173,319,305,348,Center
frame_57.png,175,322,305,347,Blinking
frame_58.png,175,321,306,347,Center
frame_59.png,175,322,306,347,Center
frame_60.png,175,321,306,347,Center
frame_61.png,176,322,306,348,Center
frame_62.png,172,322,306,347,Center
frame_63.png,174,321,306,348,Center
frame_64.png,172,321,307,347,Center
frame_65.png,174,322,307,348,Center
frame_66.png,175,322,308,347,Center
frame_67.png,175,323,308,348,Center
frame_68.png,178,322,308,347,Center
frame_69.png,175,322,308,347,Center
frame_70.png,178,321,308,348,Center
frame_71.png,177,322,308,348,Center
frame_72.png,175,323,308,348,Center
frame_73.png,178,322,309,348,Center
frame_74.png,175,322,308,348,Center
frame_75.png,177,322,308,347,Center
frame_76.png,178,322,310,348,Center
frame_77.png,176,322,309,347,Center
frame_78.png,179,322,310,348,Center
frame_79.png,178,322,310,349,Center
frame_80.png,179,322,310,349,Center
frame_81.png,178,322,310,349,Center
frame_82.png,178,322,309,348,Center
frame_83.png,178,322,309,348,Center
frame_84.png,177,323,309,348,Center
frame_85.png,177,323,308,348,Center
frame_86.png,176,323,308,348,Center
frame_87.png,177,323,309,349,Center
frame_88.png,173,321,308,349,Center
frame_89.png,173,322,309,349,Center
frame_90.png,175,324,308,350,Center
frame_91.png,175,324,308,350,Center
frame_92.png,177,323,307,350,Center
frame_93.png,177,325,308,350,Center
frame_94.png,176,324,309,349,Center
frame_95.png,176,325,308,350,Center
frame_96.png,176,325,309,350,Center
frame_97.png,176,325,309,351,Center
frame_98.png,175,326,310,352,Center
frame_99.png,175,327,309,352,Center
frame_100.png,175,327,308,352,Center
frame_101.png,177,327,308,354,Center
frame_102.png,178,326,308,352,Center
frame_103.png,174,327,307,352,Center
frame_104.png,178,327,308,352,Left
frame_105.png,178,327,308,352,Left
frame_106.png,179,326,309,352,Left
frame_107.png,179,326,309,353,Left
frame_108.png,179,327,308,352,Left
frame_109.png,178,327,308,353,Center
frame_110.png,178,328,308,354,Center
frame_111.png,179,330,307,355,Center
frame_112.png,178,329,309,355,Center
frame_113.png,179,329,308,355,Center
frame_114.png,178,329,309,355,Center
frame_115.png,179,329,304,355,Center
frame_116.png,181,331,301,356,Blinking
frame_117.png,186,334,296,356,Blinking
frame_118.png,191,336,305,359,Blinking
frame_119.png,191,335,305,359,Blinking
frame_120.png,189,333,290,356,Blinking
frame_121.png,187,332,296,357,Blinking
frame_122.png,186,330,302,357,Blinking
frame_123.png,185,331,302,357,Blinking
frame_124.png,184,330,303,356,Center
frame_125.png,183,329,300,355,Center
frame_126.png,182,329,301,355,Center
frame_127.png,182,329,303,354,Center
