Image File Name,Frame Number,Left Pupil X,Left Pupil Y,Right Pupil X,Right Pupil Y,Direction,K Value,Behaviour,Fixation Level,Saccade Level
frame_0.png,0,344,936,649,956,Center,1.5811388300841898,concentrated,1.5811388300841898,0.0
frame_1.png,1,347,935,647,954,Center,-3.8271880831117944,exploratory,1.5811388300841898,5.408326913195984
frame_2.png,2,338,932,647,951,Center,-19.772029712654597,exploratory,1.5811388300841898,5.166377907047018
frame_3.png,3,345,934,649,953,Blinking,-5.452149843602146,exploratory,1.5811388300841898,4.71354745567533
frame_4.png,4,340,931,651,949,Center,-3.494831328276634,exploratory,1.5811388300841898,3.9245655729930387
frame_5.png,5,339,928,651,946,Center,-3.1510195672122947,exploratory,1.040569415042095,3.9245655729930387
frame_6.png,6,341,929,649,946,Center,-3.0922883028837296,exploratory,0.9294152037569124,3.9245655729930387
frame_7.png,7,341,928,650,946,Blinking,-2.0238811701729986,exploratory,0.9294152037569124,4.1164226060270215
frame_8.png,8,337,927,643,947,Blinking,-1.1544475889838457,exploratory,0.9294152037569124,5.204149692338195
frame_9.png,9,331,927,635,949,Center,-1.322126663967967,exploratory,0.9294152037569124,7.917135899788142
frame_10.png,10,341,924,645,942,Center,-1.550590875193302,exploratory,1.0032941396395139,7.917135899788142
frame_11.png,11,339,922,645,941,Center,-0.42515697087871995,exploratory,1.0032941396395139,7.137895119844267
frame_12.png,12,340,925,646,944,Center,-0.07472066539378242,exploratory,1.0032941396395139,6.35320270456521
frame_13.png,13,341,944,653,920,Center,0.7478398175015235,concentrated,1.0032941396395139,13.18051620805727
frame_14.png,14,332,952,639,971,Blinking,0.44689530121030785,concentrated,1.0032941396395139,15.3323209982797
frame_15.png,15,338,942,636,962,Blinking,0.06560127246009917,concentrated,1.0032941396395139,17.24009297924045
frame_16.png,16,335,932,645,952,Center,-0.9932026911174994,exploratory,1.0032941396395139,7.987707792566517
frame_17.png,17,333,930,642,948,Center,-0.7551912935112921,exploratory,1.0032941396395139,6.816236384910243
frame_18.png,18,340,926,645,945,Center,-0.8219695109274339,exploratory,1.0032941396395139,4.081490207773323
frame_19.png,19,339,924,644,943,Center,-0.5856147652239461,exploratory,1.0032941396395139,3.8469693013610216
frame_20.png,20,336,924,643,938,Center,-0.9834484628777025,exploratory,1.0032941396395139,3.6075983011169064
frame_21.png,21,340,926,643,946,Center,-3.111586551683389,exploratory,1.0032941396395139,4.398833051499124
frame_22.png,22,335,921,642,944,Center,-1.661129846739382,exploratory,1.0032941396395139,4.164979011926982
frame_23.png,23,338,923,644,942,Center,-0.9930051293747821,exploratory,1.0032941396395139,3.057108347151758
frame_24.png,24,337,922,644,939,Center,-0.23530141505716462,exploratory,1.0032941396395139,3.5274500340683264
frame_25.png,25,340,926,640,947,Center,0.6853091528532207,concentrated,1.2093054692228125,3.5274500340683264
frame_26.png,26,336,926,643,945,Center,0.27474538346045785,concentrated,1.2093054692228125,3.9074683489484126
frame_27.png,27,332,925,640,944,Center,-2.1906187788675866,exploratory,1.2093054692228125,4.756874820894283
frame_28.png,28,332,928,642,950,Center,-0.2737956727866102,exploratory,1.2093054692228125,5.385173774569217
frame_29.png,29,336,924,643,939,Center,-0.9134291302094875,exploratory,1.2093054692228125,5.671822126355797
frame_30.png,30,335,925,644,947,Center,-0.6694629906415153,exploratory,1.2093054692228125,5.559232007693239
frame_31.png,31,333,925,638,944,Center,-5.646718869413949,exploratory,1.2093054692228125,4.7873906054694135
frame_32.png,32,339,928,643,943,Center,-4.151786163603885,exploratory,1.3462812050772615,4.7873906054694135
frame_33.png,33,337,927,644,942,Center,-2.900076279707325,exploratory,1.3462812050772615,4.661759147341967
frame_34.png,34,335,923,648,938,Center,-3.5020737340780492,exploratory,1.3462812050772615,4.746989379478614
frame_35.png,35,337,928,645,942,Center,-0.07129483422838856,exploratory,1.3462812050772615,3.7169327315621232
frame_36.png,36,339,928,643,947,Center,0.28803977256779634,concentrated,1.3462812050772615,3.9237030197737592
frame_37.png,37,334,925,645,941,Center,1.8653503814974566,concentrated,1.3462812050772615,5.017888722053074
frame_38.png,38,332,926,635,950,Center,1.8653503814974566,concentrated,1.3462812050772615,5.017888722053074
frame_39.png,39,332,927,637,946,Center,-0.870493374947797,exploratory,1.3462812050772615,6.318930134530691
frame_40.png,40,334,924,643,939,Center,1.953492319641859,concentrated,1.3462812050772615,5.424975575382778
frame_41.png,41,335,925,643,942,Center,1.7403654201360061,concentrated,1.3462812050772615,4.929744123526146
frame_42.png,42,338,917,644,938,Center,2.3065532576769447,concentrated,1.3462812050772615,6.194715720110385
frame_43.png,43,338,930,640,945,Center,0.27880113155468345,concentrated,1.1402698754939633,6.194715720110385
frame_44.png,44,336,927,641,948,Center,-0.06935812699309984,exploratory,1.1402698754939633,6.50753144917411
frame_45.png,45,333,928,644,941,Center,0.6156161293795932,concentrated,1.1402698754939633,5.296873810250941
frame_46.png,46,333,924,642,940,Center,-16.568295416593493,exploratory,1.1402698754939633,2.9113212229054537
frame_47.png,47,334,929,642,941,Center,-9.068600219766374,exploratory,1.1402698754939633,3.0293552116553486
frame_48.png,48,337,931,642,945,Center,0.7530642606679419,concentrated,1.1402698754939633,6.506629326601828
frame_49.png,49,341,917,646,934,Center,0.887167670541867,concentrated,1.2675918792439982,6.506629326601828
frame_50.png,50,343,917,644,937,Center,0.09471077262921357,concentrated,1.2675918792439982,9.297072975056567
frame_51.png,51,335,929,641,945,Center,-0.2277002428510042,exploratory,1.2675918792439982,9.603039610526261
