Image File Name,Frame Number,Left Pupil X,Left Pupil Y,Right Pupil X,Right Pupil Y,Direction,K Value,Behaviour,Fixation Level,Saccade Level
frame_0.png,0,174,579,424,596,Center,-4.716990566028302,exploratory,0.0,4.716990566028302
frame_1.png,1,183,582,423,598,Blinking,-2.2059371966339465,exploratory,0.0,8.628463385006377
frame_2.png,2,157,584,424,598,Blinking,-2.1780968116648856,exploratory,0.0,11.670735891525817
frame_3.png,3,191,582,425,594,Blinking,-3.127252565093425,exploratory,0.0,12.70182226148527
frame_4.png,4,190,574,436,590,Blinking,-2.633953649031833,exploratory,0.0,11.585972911965492
frame_5.png,5,174,580,435,591,Blinking,-5.271283326605404,exploratory,0.0,7.567838318942488
frame_6.png,6,192,583,426,595,Blinking,-4.651857711313387,exploratory,0.0,7.072606867085856
frame_7.png,7,181,586,425,596,Blinking,-0.9836885406516565,exploratory,0.0,21.38102926789533
frame_8.png,8,107,598,395,591,Blinking,-1.5764588368389136,exploratory,0.0,43.6841572203523
frame_9.png,9,220,588,427,593,Center,-3.2018568141297696,exploratory,0.0,52.41443243883279
frame_10.png,10,156,584,426,599,Blinking,-2.4992502398059147,exploratory,0.0,46.38011488734491
frame_11.png,11,221,588,429,593,Center,-0.8172327036869662,exploratory,0.0,246.85306675364572
frame_12.png,12,0.0,0.0,0.0,0.0,Unknown,-1.5267924102725465,exploratory,0.0,461.2897468431442
frame_13.png,13,223,590,429,594,Center,-1.422253339632939,exploratory,0.0,450.80134919427974
frame_14.png,14,221,589,426,594,Center,0.38052229809905547,concentrated,1.8027756377319946,450.80134919427974
frame_15.png,15,219,587,425,594,Center,13.84558282769466,concentrated,1.6919572339080922,450.80134919427974
frame_16.png,16,219,588,422,594,Center,14.55269653241657,concentrated,1.6919572339080922,226.9748135859555
frame_17.png,17,217,586,425,591,Center,12.006689337045206,concentrated,1.6279714892720616,226.9748135859555
frame_18.png,18,215,586,424,591,Center,0.7982476837820638,concentrated,1.6279714892720616,2.406779952384142
frame_19.png,19,214,585,422,589,Center,-4.991531064520461,exploratory,1.399724272944695,2.406779952384142
frame_20.png,20,212,584,422,589,Center,-5.566003135638774,exploratory,1.399724272944695,2.390276700118678
frame_21.png,21,214,587,417,590,Center,-5.658451726686194,exploratory,1.399724272944695,2.247546895706428
frame_22.png,22,212,585,422,589,Center,-6.938910758646646,exploratory,1.2060113295832984,2.247546895706428
frame_23.png,23,212,584,422,588,Center,-5.8329539843319465,exploratory,1.17741585037433,2.247546895706428
frame_24.png,24,215,586,417,588,Center,3.0538034046899623,concentrated,1.17741585037433,2.842148393837656
frame_25.png,25,215,583,423,586,Center,5.11285656772077,concentrated,1.17741585037433,5.179864658911064
frame_26.png,26,204,578,415,590,Center,3.763440531724914,concentrated,1.17741585037433,7.30609121105785
frame_27.png,27,215,583,421,585,Center,3.2652761672108985,concentrated,1.17741585037433,7.513613788096311
frame_28.png,28,213,582,414,587,Center,3.0432621071356767,concentrated,1.2761423749153966,7.513613788096311
frame_29.png,29,214,582,415,585,Center,3.2876130289133827,concentrated,1.2761423749153966,5.923703019773758
frame_30.png,30,210,576,422,582,Center,0.43675535201796567,concentrated,1.2761423749153966,4.1575570593459
frame_31.png,31,213,580,414,582,Center,0.21135371217948062,concentrated,1.2761423749153966,3.9816595363229976
frame_32.png,32,208,579,411,583,Center,1.2644597047511832,concentrated,1.2761423749153966,4.100193877436403
frame_33.png,33,214,581,415,583,Center,2.816779412652775,concentrated,1.2761423749153966,3.8828430901297253
frame_34.png,34,211,580,413,583,Center,3.219156573207539,concentrated,1.2761423749153966,3.603602310185852
frame_35.png,35,211,584,411,585,Center,0.4234174978570673,concentrated,1.2761423749153966,2.6110359201748046
frame_36.png,36,213,582,412,584,Center,0.3048137429111728,concentrated,1.2761423749153966,2.7040083761580704
frame_37.png,37,215,580,414,582,Center,2.511105961487398,concentrated,1.2761423749153966,2.9516241020863867
frame_38.png,38,210,576,414,580,Center,14.65479319148492,concentrated,1.4698553182767933,2.9516241020863867
frame_39.png,39,210,577,417,580,Center,13.550671435480094,concentrated,1.4698553182767933,3.0778506542331723
frame_40.png,40,213,580,417,581,Center,13.550671435480094,concentrated,1.4698553182767933,3.0778506542331723
frame_41.png,41,215,581,413,582,Center,14.018881699060643,concentrated,1.4698553182767933,3.5590422368706975
frame_42.png,42,218,584,407,587,Blinking,14.907962470326787,concentrated,1.4698553182767933,3.107170543151719
frame_43.png,43,218,581,412,589,Center,-1.3195184844860837,exploratory,1.1651174641524282,3.107170543151719
frame_44.png,44,216,583,414,586,Blinking,-2.368234412163703,exploratory,1.1651174641524282,3.3918711985682806
frame_45.png,45,213,580,414,583,Blinking,-2.1660999228184004,exploratory,1.0107491837076632,3.3918711985682806
frame_46.png,46,212,580,414,581,Center,-2.396683603641491,exploratory,0.7060113295832983,3.3918711985682806
frame_47.png,47,212,579,413,582,Center,-1.6895768224549434,exploratory,0.9120226591665966,3.3918711985682806
frame_48.png,48,212,579,414,580,Center,-4.298532624425537,exploratory,0.9120226591665966,2.81770715994749
frame_49.png,49,211,578,410,580,Center,-4.298532624425537,exploratory,0.9120226591665966,2.81770715994749
frame_50.png,50,211,579,409,581,Center,-1.6073845242321618,exploratory,0.9120226591665966,2.634537241015359
frame_51.png,51,210,578,410,578,Center,inf,concentrated,1.118033988749895,2.634537241015359
frame_52.png,52,210,577,408,578,Center,inf,concentrated,1.118033988749895,2.634537241015359
frame_53.png,53,210,577,409,576,Center,inf,concentrated,1.118033988749895,2.634537241015359
frame_54.png,54,210,577,408,578,Center,0.32671280718767015,concentrated,0.9810582528954458,2.634537241015359
frame_55.png,55,209,577,410,577,Center,-0.38039397399887775,exploratory,0.8440825170409966,2.634537241015359
frame_56.png,56,210,577,408,578,Center,1.7977516108744274,concentrated,0.6380711874576984,2.634537241015359
frame_57.png,57,209,578,409,578,Center,-3.5137578153036957,exploratory,0.6380711874576984,2.261859244765394
frame_58.png,58,212,578,410,576,Center,-12.850794011184057,exploratory,0.6380711874576984,2.1573786516665265
frame_59.png,59,209,578,409,578,Center,-12.143687229997525,exploratory,0.6380711874576984,2.324045318333193
frame_60.png,60,211,580,407,581,Center,-12.143687229997527,exploratory,0.6380711874576983,2.324045318333193
frame_61.png,61,209,580,410,580,Center,-16.58538481457421,exploratory,0.9023689270621825,2.324045318333193
frame_62.png,62,210,582,409,581,Center,-4.6637116446519045,exploratory,0.9023689270621825,2.632781879222723
frame_63.png,63,207,581,406,580,Center,-3.4918957031115516,exploratory,1.0690355937288492,2.632781879222723
frame_64.png,64,208,582,405,581,Center,-4.308058223224781,exploratory,1.0,2.632781879222723
frame_65.png,65,208,582,406,581,Center,-3.929120841261769,exploratory,0.6666666666666666,2.632781879222723
frame_66.png,66,208,583,406,581,Center,-0.9291208412617706,exploratory,0.5690355937288492,2.632781879222723
frame_67.png,67,207,583,406,582,Center,-4.6637116446519045,exploratory,0.9023689270621825,2.632781879222723
frame_68.png,68,206,583,404,582,Center,-3.3599629722716884,exploratory,1.2071067811865477,2.632781879222723
